prix_million_Ar,superficie_m2,nb_chambres,nb_etages,localisation,acces_route,eau_electricite,type_connexion,parking,type_sol,etat_maison,annee_construction
96,80.0,1,2,periurbain,True,False,aucune,False,carrelage,bon,1999
71,146.0,1,1,rural,True,True,fibre,False,carrelage,a_renover,2013
588,220.0,2,2,urbain,False,True,aucune,True,brut,neuf,2002
110,77.0,3,2,rural,True,False,aucune,False,brut,neuf,2008
248,213.0,2,1,periurbain,True,True,starlink,False,ciment,bon,2021
138,178.0,3,2,rural,False,True,aucune,False,ciment,bon,2018
139,121.0,1,2,periurbain,True,True,fibre,True,carrelage,bon,2000
69,83.0,2,2,rural,True,False,fibre,True,carrelage,bon,2006
342,182.0,3,1,periurbain,True,True,fibre,True,ciment,neuf,2013
147,204.0,2,1,rural,True,False,fibre,True,ciment,bon,2004
108,216.0,2,2,rural,False,False,starlink,True,ciment,a_renover,2018
316,140.0,5,1,periurbain,True,False,starlink,True,carrelage,neuf,2017
94,66.0,5,1,periurbain,True,True,aucune,False,carrelage,a_renover,2001
426,241.0,2,1,urbain,True,True,aucune,False,brut,bon,2015
60,85.0,4,2,rural,False,False,starlink,True,brut,a_renover,2000
184,167.0,2,2,rural,True,True,aucune,True,carrelage,neuf,2005
335,202.0,1,1,periurbain,False,True,fibre,False,brut,neuf,2022
141,171.0,4,1,rural,True,True,starlink,True,carrelage,bon,2021
130,190.0,1,1,rural,False,False,starlink,True,brut,bon,1993
402,130.0,3,2,urbain,True,False,aucune,True,ciment,neuf,2009
211,126.0,5,2,urbain,True,True,starlink,True,ciment,a_renover,1995
156,181.0,5,1,rural,False,True,starlink,False,brut,bon,2003
228,121.0,2,1,periurbain,False,True,starlink,True,brut,neuf,2020
444,240.0,3,1,urbain,True,False,fibre,False,brut,bon,1998
101,187.0,3,2,rural,False,False,aucune,False,ciment,a_renover,1993
207,235.0,4,1,periurbain,True,False,starlink,False,carrelage,a_renover,1998
125,230.0,4,2,rural,False,True,fibre,False,ciment,a_renover,2002
326,191.0,1,1,urbain,True,True,fibre,True,carrelage,bon,2014
178,64.0,4,2,periurbain,True,False,starlink,False,ciment,neuf,2001
105,56.0,3,2,urbain,False,True,starlink,False,brut,a_renover,2018
295,234.0,4,1,periurbain,True,True,starlink,True,brut,bon,1991
242,190.0,5,2,rural,False,False,fibre,True,carrelage,neuf,2014
154,215.0,2,1,rural,True,True,starlink,True,carrelage,bon,1998
185,239.0,4,2,rural,True,False,aucune,True,carrelage,bon,2018
194,229.0,3,1,periurbain,False,True,starlink,True,ciment,a_renover,2011
260,100.0,5,1,urbain,False,True,fibre,False,carrelage,bon,2010
181,63.0,1,1,urbain,False,False,fibre,False,carrelage,neuf,1990
105,82.0,5,2,periurbain,True,True,fibre,False,brut,a_renover,2004
164,133.0,3,2,rural,False,False,aucune,True,carrelage,neuf,2009
239,188.0,2,1,urbain,True,False,aucune,True,carrelage,a_renover,2016
150,82.0,5,2,periurbain,False,True,fibre,False,brut,bon,1992
276,90.0,2,1,urbain,True,False,aucune,False,ciment,neuf,2008
145,189.0,3,1,rural,False,False,fibre,False,carrelage,bon,1997
119,51.0,2,2,periurbain,False,True,starlink,False,brut,neuf,2021
174,96.0,1,2,urbain,True,False,starlink,True,ciment,bon,2020
258,211.0,3,2,periurbain,False,True,aucune,True,ciment,bon,1997
356,185.0,3,2,urbain,False,True,aucune,False,ciment,bon,1993
79,139.0,3,1,rural,True,True,fibre,True,ciment,a_renover,2008
340,79.0,5,1,urbain,False,True,starlink,False,brut,neuf,2007
287,134.0,4,1,periurbain,True,True,starlink,True,ciment,neuf,2012
214,160.0,5,1,rural,True,False,aucune,False,carrelage,neuf,2003
118,55.0,4,2,urbain,False,False,fibre,True,carrelage,a_renover,2000
212,183.0,3,2,rural,True,True,aucune,False,ciment,neuf,2013
244,180.0,3,1,urbain,False,True,fibre,False,carrelage,a_renover,1991
253,188.0,3,1,urbain,False,False,fibre,False,carrelage,a_renover,2003
84,151.0,3,2,rural,True,False,starlink,True,ciment,a_renover,1992
102,128.0,1,2,periurbain,False,True,aucune,True,carrelage,a_renover,2002
153,197.0,1,1,periurbain,True,False,starlink,True,brut,a_renover,2004
322,176.0,2,1,urbain,True,True,aucune,True,ciment,bon,1992
268,229.0,4,1,rural,True,False,fibre,False,carrelage,neuf,1995
63,86.0,1,1,rural,False,False,starlink,True,carrelage,bon,1993
126,81.0,4,2,rural,True,False,aucune,False,brut,neuf,2001
128,235.0,4,2,rural,True,True,starlink,True,brut,a_renover,2009
207,120.0,1,2,periurbain,True,False,fibre,False,carrelage,neuf,2019
204,163.0,4,2,rural,False,False,starlink,False,carrelage,neuf,2017
157,114.0,4,2,rural,False,True,fibre,True,carrelage,neuf,2019
121,129.0,3,1,periurbain,True,True,aucune,True,ciment,a_renover,2010
196,243.0,5,2,rural,True,False,fibre,False,ciment,bon,2012
64,130.0,1,1,rural,True,True,aucune,False,carrelage,a_renover,2007
243,93.0,5,2,periurbain,False,False,starlink,True,carrelage,neuf,1999
141,101.0,2,2,urbain,True,False,starlink,False,brut,a_renover,1999
202,114.0,1,2,urbain,False,False,starlink,False,brut,bon,1997
234,231.0,1,1,rural,True,True,starlink,True,carrelage,neuf,2004
279,231.0,3,1,periurbain,False,True,starlink,True,carrelage,bon,2012
256,204.0,5,1,rural,True,False,aucune,True,brut,neuf,2004
79,59.0,4,1,periurbain,False,False,aucune,False,ciment,a_renover,2017
580,204.0,3,1,urbain,False,True,starlink,True,carrelage,neuf,1991
247,121.0,3,1,periurbain,False,True,starlink,True,carrelage,neuf,1997
108,136.0,1,2,periurbain,True,False,fibre,False,brut,a_renover,2017
200,100.0,2,1,urbain,False,True,fibre,False,brut,bon,1992
210,181.0,3,1,rural,True,True,aucune,False,carrelage,neuf,2022
133,106.0,1,1,urbain,False,True,fibre,True,brut,a_renover,2020
61,98.0,3,1,rural,True,False,aucune,False,brut,a_renover,2019
308,180.0,1,1,urbain,True,False,fibre,True,brut,bon,1991
190,160.0,3,1,rural,False,False,starlink,False,ciment,neuf,1998
201,214.0,5,2,periurbain,True,False,fibre,True,carrelage,a_renover,2018
104,130.0,1,2,periurbain,False,False,aucune,False,carrelage,a_renover,2020
141,181.0,1,2,periurbain,False,False,aucune,False,brut,a_renover,1998
89,174.0,2,2,rural,False,False,aucune,False,carrelage,a_renover,1994
206,246.0,3,2,periurbain,True,True,aucune,False,carrelage,a_renover,2007
82,146.0,3,2,rural,True,False,fibre,True,ciment,a_renover,2011
384,215.0,2,1,urbain,False,False,aucune,True,brut,bon,2019
314,164.0,3,1,periurbain,True,False,fibre,False,carrelage,neuf,2023
80,116.0,5,1,rural,False,True,fibre,False,carrelage,a_renover,2010
429,243.0,2,1,urbain,True,False,fibre,True,brut,bon,2010
58,67.0,5,1,rural,True,False,starlink,True,ciment,a_renover,2006
678,245.0,3,1,urbain,True,False,fibre,True,ciment,neuf,2001
218,197.0,1,1,periurbain,False,True,starlink,False,ciment,bon,1997
67,67.0,2,1,periurbain,True,False,fibre,True,carrelage,a_renover,1996
222,188.0,2,1,periurbain,False,True,starlink,False,ciment,bon,2000
209,151.0,4,1,periurbain,False,True,starlink,True,brut,bon,2018
142,85.0,5,2,rural,True,True,starlink,False,carrelage,neuf,2010
542,201.0,2,2,urbain,True,False,starlink,True,ciment,neuf,2002
310,79.0,4,1,urbain,False,True,starlink,False,ciment,neuf,2003
75,105.0,1,1,rural,True,True,starlink,True,ciment,bon,1991
394,215.0,3,2,periurbain,True,True,fibre,False,carrelage,neuf,2003
228,225.0,1,2,rural,False,False,starlink,True,carrelage,neuf,2021
281,92.0,2,1,urbain,False,True,aucune,False,brut,neuf,2018
48,70.0,3,2,rural,False,False,aucune,False,carrelage,a_renover,1992
85,57.0,2,1,periurbain,True,True,starlink,True,carrelage,bon,1995
304,170.0,2,1,periurbain,True,True,aucune,False,ciment,neuf,2011
106,116.0,4,1,rural,True,False,aucune,False,ciment,bon,2004
146,166.0,5,1,rural,True,True,starlink,False,ciment,bon,2015
76,157.0,1,2,rural,False,True,fibre,True,ciment,a_renover,2010
95,68.0,5,1,periurbain,False,False,aucune,True,carrelage,a_renover,2012
184,68.0,4,1,periurbain,True,True,fibre,True,carrelage,neuf,1993
198,74.0,4,1,urbain,False,False,starlink,True,carrelage,bon,1990
98,168.0,4,2,rural,False,True,fibre,False,carrelage,a_renover,2003
558,170.0,5,2,urbain,True,True,fibre,False,brut,neuf,1991
96,151.0,5,1,rural,False,False,fibre,False,brut,a_renover,1990
134,70.0,4,2,urbain,True,False,aucune,True,carrelage,a_renover,2023
83,67.0,1,1,periurbain,True,True,aucune,False,brut,bon,1993
65,55.0,1,1,rural,True,False,fibre,True,brut,neuf,2020
135,92.0,3,2,periurbain,False,True,fibre,False,carrelage,bon,2022
76,120.0,4,1,rural,True,False,starlink,False,ciment,a_renover,1998
292,150.0,3,1,periurbain,True,True,starlink,False,brut,neuf,2011
146,54.0,3,2,urbain,True,True,fibre,False,brut,bon,2015
178,195.0,4,2,periurbain,True,False,starlink,True,ciment,a_renover,1991
192,109.0,5,1,urbain,True,True,starlink,False,brut,a_renover,2013
479,162.0,3,1,urbain,False,True,aucune,True,carrelage,neuf,2012
112,188.0,5,1,rural,True,True,starlink,True,ciment,a_renover,1996
220,187.0,2,1,periurbain,False,False,fibre,True,carrelage,bon,1990
530,196.0,2,1,urbain,True,False,fibre,False,brut,neuf,2000
278,205.0,5,1,periurbain,True,True,fibre,False,ciment,bon,2009
313,118.0,1,1,urbain,True,True,aucune,True,brut,neuf,2016
189,172.0,2,2,rural,True,False,starlink,True,brut,neuf,2017
131,124.0,1,1,rural,False,True,starlink,True,ciment,neuf,2011
68,139.0,1,2,rural,False,True,aucune,False,brut,a_renover,2015
279,224.0,2,2,urbain,True,True,fibre,False,carrelage,a_renover,1990
131,231.0,5,1,rural,False,True,fibre,True,brut,a_renover,1997
120,163.0,2,1,rural,True,False,aucune,True,brut,bon,2000
432,155.0,2,2,urbain,True,False,aucune,True,carrelage,neuf,2000
236,86.0,1,1,urbain,False,False,starlink,True,carrelage,neuf,2006
42,81.0,1,1,rural,True,False,starlink,False,brut,a_renover,2003
64,76.0,1,1,periurbain,True,False,starlink,True,brut,a_renover,2017
71,145.0,1,2,rural,True,False,fibre,False,ciment,a_renover,2017
295,201.0,5,2,urbain,True,True,starlink,True,carrelage,a_renover,2005
228,121.0,2,1,periurbain,True,False,fibre,False,ciment,neuf,1992
302,126.0,5,1,urbain,True,True,starlink,True,brut,bon,1995
125,146.0,4,2,rural,False,True,fibre,True,ciment,bon,1999
53,81.0,3,2,rural,True,False,starlink,False,ciment,a_renover,1991
154,110.0,4,2,rural,True,False,fibre,True,brut,neuf,1993
64,51.0,3,1,periurbain,False,True,fibre,True,carrelage,a_renover,2020
271,220.0,5,1,rural,True,True,fibre,False,carrelage,neuf,2003
312,229.0,4,2,urbain,True,False,starlink,False,ciment,a_renover,2019
134,147.0,5,2,rural,False,False,aucune,False,carrelage,bon,2022
329,244.0,4,2,urbain,True,True,starlink,False,ciment,a_renover,1996
648,220.0,4,2,urbain,True,True,starlink,False,brut,neuf,2007
160,212.0,3,1,rural,True,False,aucune,False,brut,bon,2003
276,90.0,2,2,urbain,True,True,starlink,False,brut,neuf,2011
224,175.0,2,1,urbain,False,False,aucune,False,brut,a_renover,2016
405,228.0,2,2,urbain,False,True,fibre,False,brut,bon,1995
110,207.0,3,1,rural,True,False,fibre,False,brut,a_renover,2022
106,128.0,3,1,rural,True,False,aucune,False,ciment,bon,2021
161,92.0,5,2,periurbain,True,False,aucune,True,carrelage,bon,2006
202,228.0,4,1,periurbain,True,True,aucune,False,brut,a_renover,2020
249,147.0,1,2,periurbain,True,False,fibre,True,ciment,neuf,2001
120,206.0,5,1,rural,True,False,aucune,False,carrelage,a_renover,2000
114,217.0,3,1,rural,True,True,fibre,True,brut,a_renover,2009
272,180.0,5,2,urbain,False,False,aucune,True,ciment,a_renover,2001
121,221.0,4,2,rural,True,False,aucune,False,brut,a_renover,2005
161,143.0,2,1,rural,True,False,starlink,False,carrelage,neuf,2012
233,187.0,3,2,periurbain,False,True,starlink,True,carrelage,bon,1992
60,122.0,1,1,rural,False,False,fibre,False,brut,a_renover,1997
304,221.0,4,2,urbain,True,False,starlink,True,ciment,a_renover,1994
194,148.0,2,1,urbain,True,False,aucune,False,carrelage,a_renover,2013
299,179.0,1,2,periurbain,False,True,fibre,False,carrelage,neuf,2002
241,88.0,1,2,urbain,False,True,starlink,False,brut,neuf,1991
107,122.0,2,2,periurbain,True,False,starlink,True,ciment,a_renover,1997
98,91.0,5,1,rural,False,False,aucune,True,ciment,bon,1990
79,84.0,2,2,periurbain,True,False,aucune,True,carrelage,a_renover,1999
118,63.0,1,1,periurbain,False,True,fibre,True,carrelage,neuf,2013
243,102.0,4,2,urbain,True,False,aucune,False,brut,bon,2007
110,126.0,2,1,periurbain,False,False,fibre,True,brut,a_renover,2016
625,223.0,3,1,urbain,True,True,aucune,True,brut,neuf,2000
70,97.0,1,1,rural,False,True,fibre,False,carrelage,bon,2015
481,238.0,5,2,urbain,False,True,starlink,False,brut,bon,1994
186,218.0,3,1,periurbain,False,False,starlink,False,brut,a_renover,2009
324,140.0,5,1,urbain,False,True,fibre,True,carrelage,bon,2010
491,192.0,1,2,urbain,False,False,starlink,False,brut,neuf,2007
187,130.0,4,1,periurbain,False,True,fibre,False,ciment,bon,2013
158,114.0,3,2,periurbain,False,True,starlink,False,ciment,bon,1996
516,165.0,4,1,urbain,True,False,fibre,False,carrelage,neuf,2005
235,138.0,1,1,periurbain,True,False,fibre,False,carrelage,neuf,2019
379,108.0,4,1,urbain,False,True,fibre,True,brut,neuf,2017
165,195.0,5,2,rural,False,True,fibre,True,ciment,bon,2023
630,200.0,5,1,urbain,False,False,starlink,True,brut,neuf,1992
102,73.0,2,1,periurbain,True,True,fibre,True,brut,bon,2013
308,246.0,4,2,periurbain,False,True,aucune,False,ciment,bon,2023
159,116.0,4,2,rural,False,True,aucune,False,brut,neuf,2010
51,52.0,5,1,rural,False,True,starlink,False,ciment,a_renover,2022
174,117.0,4,1,periurbain,True,True,fibre,False,carrelage,bon,2010
56,101.0,2,2,rural,True,False,starlink,True,ciment,a_renover,1991
83,101.0,1,1,periurbain,True,True,starlink,False,ciment,a_renover,2018
219,78.0,5,2,periurbain,False,True,starlink,True,carrelage,neuf,2019
231,210.0,1,2,periurbain,False,True,aucune,False,carrelage,bon,2022
78,111.0,5,1,rural,True,True,fibre,True,brut,a_renover,2012
298,99.0,2,1,urbain,True,False,fibre,True,carrelage,neuf,2020
49,64.0,1,2,rural,False,True,aucune,False,ciment,bon,2008
168,83.0,2,2,periurbain,True,True,aucune,False,carrelage,neuf,1991
422,208.0,5,1,periurbain,True,False,fibre,True,ciment,neuf,1999
110,135.0,3,2,rural,True,True,fibre,False,carrelage,bon,1999
118,110.0,1,2,rural,True,True,starlink,True,ciment,neuf,2012
43,58.0,3,1,rural,False,True,aucune,True,carrelage,a_renover,2008
262,114.0,4,1,urbain,True,False,starlink,False,ciment,bon,2011
347,210.0,1,2,periurbain,True,False,fibre,True,ciment,neuf,2003
121,54.0,5,1,periurbain,True,True,fibre,True,brut,bon,1997
204,200.0,1,1,rural,False,True,aucune,False,ciment,neuf,1993
102,202.0,2,1,rural,True,False,fibre,True,carrelage,a_renover,2010
381,182.0,5,1,periurbain,True,True,aucune,False,ciment,neuf,1994
420,219.0,4,2,periurbain,True,False,aucune,True,carrelage,neuf,1992
221,67.0,2,1,urbain,True,False,aucune,True,carrelage,neuf,2004
99,98.0,3,1,periurbain,False,False,aucune,False,brut,a_renover,1999
158,209.0,3,2,rural,False,True,fibre,True,brut,bon,2011
163,132.0,2,2,periurbain,False,True,aucune,False,ciment,bon,2021
175,97.0,1,1,urbain,True,True,starlink,False,brut,bon,2022
307,184.0,1,2,periurbain,False,False,aucune,False,carrelage,neuf,2001
277,239.0,4,2,rural,False,True,fibre,True,brut,neuf,1998
207,222.0,5,1,periurbain,True,False,fibre,True,brut,a_renover,1992
228,200.0,3,2,rural,True,False,starlink,False,carrelage,neuf,2018
119,99.0,2,2,rural,False,True,aucune,True,brut,neuf,2005
106,73.0,3,1,rural,True,False,aucune,True,brut,neuf,2023
283,152.0,2,1,urbain,True,True,fibre,True,brut,bon,2002
365,102.0,4,2,urbain,True,False,fibre,False,brut,neuf,2000
226,116.0,2,1,urbain,True,False,starlink,True,ciment,bon,2009
464,131.0,5,2,urbain,True,True,fibre,False,ciment,neuf,2018
64,118.0,2,2,rural,True,False,aucune,False,ciment,a_renover,2002
235,195.0,4,1,rural,True,False,fibre,False,carrelage,neuf,2015
402,239.0,1,1,urbain,True,True,aucune,True,ciment,bon,2023
178,123.0,5,1,rural,False,True,fibre,False,carrelage,neuf,1990
745,248.0,5,2,urbain,True,True,starlink,False,ciment,neuf,2011
127,149.0,2,1,periurbain,False,True,starlink,False,carrelage,a_renover,2019
89,114.0,2,1,rural,False,True,starlink,True,ciment,bon,2016
160,207.0,1,1,periurbain,True,True,fibre,False,carrelage,a_renover,1991
175,203.0,3,1,periurbain,True,False,fibre,False,carrelage,a_renover,2006
89,110.0,1,1,periurbain,False,False,fibre,True,brut,a_renover,2005
236,198.0,1,1,urbain,False,False,starlink,True,carrelage,a_renover,2001
157,114.0,4,2,rural,False,False,fibre,False,ciment,neuf,2005
90,91.0,4,2,rural,False,False,starlink,False,ciment,bon,1995
145,214.0,1,2,rural,True,False,fibre,True,brut,bon,2007
277,185.0,5,1,urbain,True,False,aucune,True,brut,a_renover,2008
91,140.0,5,1,rural,False,False,fibre,True,brut,a_renover,2006
321,224.0,5,2,urbain,False,False,starlink,True,carrelage,a_renover,2011
121,79.0,3,2,periurbain,True,True,aucune,True,brut,bon,2012
77,160.0,1,1,rural,False,True,starlink,True,carrelage,a_renover,2014
221,88.0,4,1,urbain,False,True,starlink,False,ciment,bon,2019
124,145.0,2,2,periurbain,False,False,starlink,True,ciment,a_renover,2018
226,116.0,2,2,urbain,False,False,aucune,True,brut,bon,1998
113,58.0,1,2,urbain,False,False,starlink,True,ciment,bon,1993
462,130.0,5,1,urbain,False,False,fibre,True,ciment,neuf,1999
605,227.0,2,2,urbain,True,False,aucune,False,brut,neuf,2003
302,131.0,5,1,periurbain,True,True,starlink,True,ciment,neuf,2000
259,58.0,4,2,urbain,False,False,aucune,True,carrelage,neuf,2014
164,133.0,3,1,rural,False,False,fibre,False,carrelage,neuf,2002
119,216.0,4,1,rural,False,False,fibre,False,ciment,a_renover,1993
215,161.0,5,2,rural,True,True,fibre,False,carrelage,neuf,2015
250,228.0,1,1,periurbain,True,False,starlink,False,carrelage,bon,1991
265,73.0,3,1,urbain,True,False,starlink,True,ciment,neuf,1997
106,116.0,4,2,rural,False,True,aucune,False,brut,bon,2008
173,143.0,3,2,rural,True,True,aucune,True,ciment,neuf,1991
189,106.0,5,1,urbain,False,True,fibre,False,ciment,a_renover,2016
72,136.0,2,2,rural,False,True,starlink,True,brut,a_renover,1998
364,215.0,1,1,urbain,False,False,aucune,True,ciment,bon,1998
292,120.0,5,2,urbain,False,True,starlink,True,ciment,bon,1996
207,83.0,4,1,periurbain,False,True,starlink,True,carrelage,neuf,2015
220,171.0,2,1,urbain,False,False,aucune,False,ciment,a_renover,2017
186,66.0,4,1,urbain,True,False,starlink,False,ciment,bon,2018
388,99.0,5,2,urbain,True,True,starlink,False,ciment,neuf,2009
258,231.0,3,1,rural,False,False,starlink,True,brut,neuf,2009
215,169.0,3,2,periurbain,True,False,fibre,True,brut,bon,1999
155,201.0,1,2,periurbain,True,False,fibre,False,carrelage,a_renover,2008
151,97.0,3,2,urbain,True,False,aucune,False,carrelage,a_renover,2013
463,168.0,2,2,urbain,False,True,fibre,True,carrelage,neuf,1994
113,118.0,3,1,periurbain,False,True,fibre,False,carrelage,a_renover,2023
98,157.0,5,2,rural,False,False,starlink,True,brut,a_renover,1999
91,63.0,5,1,periurbain,False,False,aucune,False,carrelage,a_renover,1994
453,233.0,4,2,urbain,False,False,aucune,True,ciment,bon,2016
74,52.0,4,1,periurbain,True,True,starlink,False,brut,a_renover,1996
120,125.0,5,2,rural,True,True,aucune,True,carrelage,bon,2004
378,224.0,1,2,urbain,False,True,fibre,False,brut,bon,1990
383,233.0,1,1,periurbain,True,False,starlink,True,carrelage,neuf,2006
81,168.0,1,1,rural,False,True,fibre,True,brut,a_renover,2015
112,200.0,4,1,rural,False,False,starlink,False,brut,a_renover,2023
296,227.0,3,1,urbain,False,False,starlink,False,carrelage,a_renover,2017
227,168.0,4,2,periurbain,True,False,starlink,True,ciment,bon,2002
91,92.0,4,2,rural,True,False,starlink,False,carrelage,bon,2000
134,107.0,1,2,urbain,True,True,starlink,False,ciment,a_renover,2011
214,84.0,4,2,urbain,True,False,fibre,True,brut,bon,2007
319,235.0,4,2,urbain,False,True,starlink,True,carrelage,a_renover,2012
104,83.0,2,1,rural,False,True,fibre,True,ciment,neuf,1990
75,155.0,1,1,rural,True,False,starlink,True,brut,a_renover,2020
108,111.0,3,2,periurbain,False,False,fibre,True,carrelage,a_renover,2006
168,137.0,2,2,periurbain,False,False,starlink,False,ciment,bon,2010
167,112.0,3,2,urbain,False,False,starlink,True,carrelage,a_renover,2019
305,231.0,5,2,periurbain,True,False,aucune,True,ciment,bon,2013
145,149.0,4,2,periurbain,False,True,starlink,True,ciment,a_renover,1999
214,143.0,5,1,periurbain,True,False,starlink,False,ciment,bon,1990
62,114.0,2,1,rural,True,False,starlink,False,ciment,a_renover,1991
618,245.0,1,1,urbain,False,False,aucune,False,brut,neuf,2006
324,195.0,1,2,periurbain,False,False,starlink,False,ciment,neuf,2014
185,53.0,5,1,urbain,True,False,fibre,False,ciment,bon,2003
129,78.0,3,1,urbain,False,False,starlink,True,ciment,a_renover,2005
97,81.0,1,1,periurbain,True,False,fibre,False,ciment,bon,2018
570,200.0,3,1,urbain,True,False,starlink,True,ciment,neuf,2004
74,65.0,1,1,rural,True,False,aucune,False,brut,neuf,2003
150,81.0,1,2,urbain,True,False,fibre,False,ciment,bon,1998
164,213.0,1,2,periurbain,False,False,fibre,True,brut,a_renover,1997
148,70.0,5,2,urbain,True,True,fibre,True,brut,a_renover,2001
704,231.0,5,1,urbain,True,False,fibre,True,carrelage,neuf,1998
223,102.0,3,2,urbain,True,False,aucune,False,brut,bon,2010
107,117.0,4,2,rural,True,True,fibre,False,ciment,bon,1999
187,67.0,4,1,urbain,True,True,aucune,False,brut,bon,2011
124,104.0,2,2,rural,False,False,starlink,False,ciment,neuf,2013
235,147.0,5,2,urbain,False,False,fibre,True,ciment,a_renover,2014
202,240.0,3,2,periurbain,False,True,starlink,True,ciment,a_renover,2006
240,75.0,2,2,urbain,False,True,fibre,False,brut,neuf,2005
182,212.0,3,1,periurbain,False,True,fibre,True,brut,a_renover,2016
250,198.0,5,2,rural,False,True,starlink,False,ciment,neuf,2022
290,71.0,4,1,urbain,False,True,fibre,False,brut,neuf,2023
495,247.0,5,2,urbain,True,False,fibre,True,ciment,bon,2013
138,76.0,1,2,periurbain,True,True,starlink,False,brut,neuf,2019
240,225.0,2,1,rural,True,False,aucune,False,ciment,neuf,2002
144,162.0,5,1,rural,False,False,aucune,False,ciment,bon,2012
133,120.0,5,1,periurbain,True,False,fibre,True,brut,a_renover,2006
117,199.0,5,2,rural,True,True,starlink,False,carrelage,a_renover,2019
85,128.0,5,2,rural,True,False,aucune,True,brut,a_renover,2019
131,124.0,1,1,rural,True,False,fibre,False,ciment,neuf,2023
189,93.0,2,1,urbain,True,True,fibre,True,carrelage,bon,2007
279,218.0,4,2,periurbain,False,True,fibre,False,brut,bon,1992
114,193.0,5,2,rural,False,True,starlink,True,brut,a_renover,2018
147,139.0,5,2,periurbain,True,False,aucune,False,ciment,a_renover,2007
145,92.0,3,2,urbain,False,False,fibre,False,brut,a_renover,2009
116,135.0,2,1,periurbain,True,False,starlink,False,carrelage,a_renover,2021
218,215.0,1,1,rural,True,True,aucune,False,carrelage,neuf,2018
275,208.0,3,1,urbain,True,False,starlink,True,brut,a_renover,1998
227,133.0,1,1,periurbain,False,True,starlink,False,ciment,neuf,2000
123,81.0,3,2,periurbain,True,False,starlink,True,brut,bon,2007
418,236.0,2,1,urbain,False,False,starlink,False,brut,bon,2023
118,61.0,1,2,urbain,True,True,fibre,True,carrelage,bon,1996
80,113.0,1,2,rural,False,True,fibre,True,brut,bon,2018
110,182.0,5,1,rural,True,True,fibre,False,carrelage,a_renover,2004
152,60.0,3,1,periurbain,False,True,fibre,True,ciment,neuf,2012
376,144.0,1,1,urbain,False,True,starlink,False,carrelage,neuf,1997
84,119.0,1,1,rural,False,True,fibre,False,brut,bon,1995
250,106.0,4,2,urbain,True,False,starlink,True,brut,bon,1994
142,197.0,2,2,rural,False,True,aucune,True,ciment,bon,2019
397,103.0,5,2,urbain,False,True,fibre,False,carrelage,neuf,2016
249,202.0,3,2,periurbain,True,False,fibre,True,ciment,bon,1997
341,188.0,2,2,urbain,False,True,fibre,True,brut,bon,2020
190,185.0,1,2,rural,True,True,starlink,False,brut,neuf,2020
169,227.0,3,1,rural,True,True,fibre,False,ciment,bon,2004
200,129.0,4,2,urbain,False,True,starlink,True,brut,a_renover,2022
183,113.0,5,2,periurbain,True,False,starlink,True,carrelage,bon,1990
142,99.0,3,2,periurbain,True,False,starlink,True,ciment,bon,2019
568,199.0,3,2,urbain,False,False,fibre,True,carrelage,neuf,2015
97,205.0,1,1,rural,True,True,starlink,False,carrelage,a_renover,2006
220,159.0,3,2,urbain,True,True,aucune,True,brut,a_renover,2019
285,192.0,5,1,urbain,False,True,aucune,False,ciment,a_renover,2002
470,239.0,5,2,periurbain,True,False,fibre,False,brut,neuf,1994
159,186.0,5,1,rural,True,True,fibre,True,brut,bon,2007
181,224.0,2,1,periurbain,False,False,fibre,False,brut,a_renover,1993
143,171.0,2,2,periurbain,True,False,starlink,False,carrelage,a_renover,1994
110,122.0,4,1,rural,True,True,starlink,False,brut,bon,2012
347,185.0,3,1,periurbain,True,False,aucune,True,ciment,neuf,2019
186,193.0,5,1,periurbain,True,True,starlink,True,carrelage,a_renover,2022
229,192.0,1,2,urbain,True,False,starlink,True,carrelage,a_renover,1990
147,57.0,3,1,periurbain,True,True,aucune,False,carrelage,neuf,2023
253,218.0,2,1,periurbain,True,False,fibre,False,carrelage,bon,2012
41,52.0,1,2,rural,False,False,starlink,True,ciment,bon,2012
509,162.0,4,2,urbain,True,False,starlink,True,brut,neuf,2016
162,198.0,2,1,periurbain,False,False,aucune,False,carrelage,a_renover,1997
117,50.0,2,1,periurbain,True,False,starlink,True,carrelage,neuf,1992
205,147.0,4,2,periurbain,True,False,aucune,True,carrelage,bon,2003
96,119.0,1,1,periurbain,False,True,aucune,True,ciment,a_renover,2020
176,133.0,4,2,rural,False,True,starlink,True,carrelage,neuf,2021
274,232.0,1,2,urbain,False,False,starlink,False,carrelage,a_renover,1996
527,182.0,3,2,urbain,False,True,aucune,False,ciment,neuf,2011
243,192.0,2,1,urbain,True,True,aucune,True,carrelage,a_renover,1991
159,186.0,5,2,rural,False,True,aucune,True,carrelage,bon,2017
84,106.0,2,1,rural,False,True,fibre,False,ciment,bon,2009
217,73.0,5,1,urbain,False,False,aucune,False,carrelage,bon,2002
247,225.0,1,2,periurbain,False,False,starlink,False,brut,bon,1996
79,113.0,5,1,rural,True,True,starlink,False,ciment,a_renover,2000
297,215.0,4,1,urbain,True,True,starlink,True,carrelage,a_renover,2012
181,126.0,5,1,rural,False,False,starlink,False,carrelage,neuf,1999
231,181.0,2,1,urbain,True,True,starlink,True,brut,a_renover,2015
78,59.0,5,1,rural,False,True,starlink,False,carrelage,bon,2006
