id,prix,superficie_m2,nb_chambres,nb_etages,localisation,acces_route,eau_electricite,type_connexion,parking,type_sol,etat_maison,annee_construction
3034.0,198.0,74.0,4.0,2.0,urbain,oui,Yes,aucune,1,brut,bon,
9675.0,193.0,,4.0,2.0,rural,1,oui,starlink,oui,ciment,neuf,2015.0
8089.0,266.0,108.0,5.0,1.0,periurbain,Yes,oui,fibre,0,brut,neuf,2009.0
6070.0,278.0,186.0,5.0,2.0,urbain,non,No,starlink,Yes,brut,a_renover,
637.0,345.0,196.0,2.0,,periurbain,Yes,1,fibre,Yes,brut,neuf,2015.0
1071.0,,163.0,3.0,1.0,periurbain,oui,0,starlink,No,ciment,bon,1995.0
7886.0,106.0,211.0,2.0,1.0,rural,1,oui,,0,brut,a_renover,1998.0
8545.0,144.0,88.0,5.0,1.0,rural,No,1,aucune,oui,ciment,neuf,2009.0
9004.0,113.0,105.0,1.0,2.0,rural,1,0,starlink,Yes,ciment,neuf,1992.0
1190.0,134.0,77.0,5.0,2.0,rural,1,No,aucune,non,carrelage,neuf,2008.0
6388.0,210.0,125.0,5.0,1.0,urbain,oui,0,,non,carrelage,a_renover,2005.0
8876.0,48.0,57.0,4.0,2.0,rural,non,1,aucune,oui,ciment,a_renover,2004.0
8534.0,405.0,222.0,3.0,2.0,periurbain,No,No,aucune,1,brut,neuf,2022.0
2922.0,166.0,54.0,4.0,2.0,urbain,1,non,aucune,0,,bon,2009.0
149.0,244.0,94.0,5.0,1.0,periurbain,Yes,non,,1,carrelage,neuf,2003.0
2473.0,138.0,76.0,1.0,1.0,periurbain,No,Yes,starlink,non,ciment,neuf,2018.0
9614.0,227.0,199.0,3.0,1.0,rural,non,oui,fibre,0,,neuf,1990.0
2927.0,156.0,194.0,4.0,1.0,rural,1,Yes,aucune,Yes,ciment,bon,2010.0
7383.0,83.0,76.0,3.0,2.0,periurbain,No,0,aucune,non,brut,a_renover,2023.0
167.0,130.0,190.0,1.0,2.0,rural,oui,oui,fibre,0,brut,bon,2020.0
1915.0,111.0,69.0,3.0,2.0,periurbain,oui,Yes,,oui,brut,bon,1999.0
7142.0,180.0,148.0,1.0,1.0,urbain,oui,No,fibre,0,ciment,a_renover,2017.0
5663.0,269.0,178.0,5.0,2.0,,non,non,starlink,1,ciment,a_renover,2012.0
3071.0,227.0,224.0,1.0,2.0,rural,oui,non,fibre,Yes,brut,neuf,2014.0
2150.0,230.0,131.0,1.0,1.0,urbain,1,,starlink,1,brut,bon,2021.0
8376.0,239.0,236.0,1.0,2.0,rural,Yes,non,starlink,Yes,brut,neuf,
2012.0,155.0,150.0,5.0,1.0,periurbain,No,0,fibre,oui,brut,a_renover,2012.0
1584.0,81.0,155.0,2.0,1.0,rural,non,oui,fibre,oui,ciment,a_renover,2020.0
5386.0,434.0,156.0,2.0,1.0,urbain,1,1,starlink,0,ciment,neuf,2015.0
801.0,237.0,222.0,2.0,2.0,rural,,1,starlink,0,brut,neuf,2018.0
9069.0,250.0,228.0,,2.0,periurbain,0,non,fibre,,carrelage,bon,1997.0
7997.0,,122.0,1.0,2.0,urbain,Yes,Yes,starlink,No,carrelage,bon,2021.0
6539.0,240.0,238.0,1.0,,rural,0,1,fibre,0,brut,neuf,2002.0
5968.0,146.0,81.0,1.0,2.0,periurbain,No,1,fibre,0,carrelage,neuf,1999.0
7402.0,162.0,210.0,1.0,2.0,periurbain,Yes,1,aucune,1,ciment,a_renover,2006.0
742.0,129.0,226.0,5.0,1.0,rural,Yes,1,starlink,,brut,a_renover,2017.0
5805.0,39.0,61.0,2.0,1.0,rural,Yes,1,aucune,1,brut,a_renover,1995.0
4335.0,231.0,197.0,2.0,2.0,periurbain,1,No,aucune,non,carrelage,bon,
5325.0,337.0,166.0,4.0,1.0,periurbain,oui,non,fibre,oui,ciment,neuf,2012.0
8645.0,592.0,209.0,3.0,1.0,urbain,oui,1,starlink,No,ciment,neuf,2019.0
2986.0,58.0,117.0,1.0,2.0,rural,0,non,starlink,non,carrelage,a_renover,
633.0,509.0,162.0,4.0,1.0,urbain,Yes,1,starlink,non,brut,neuf,2019.0
9914.0,201.0,172.0,3.0,2.0,rural,non,Yes,starlink,0,ciment,neuf,2016.0
6556.0,589.0,208.0,3.0,1.0,urbain,oui,1,fibre,oui,ciment,neuf,1996.0
8548.0,94.0,,3.0,,periurbain,Yes,non,starlink,No,,a_renover,2012.0
3905.0,133.0,170.0,3.0,2.0,,oui,oui,aucune,No,brut,bon,2011.0
7573.0,234.0,231.0,1.0,2.0,rural,0,Yes,starlink,No,,neuf,2011.0
1964.0,122.0,105.0,5.0,1.0,periurbain,Yes,1,aucune,non,carrelage,a_renover,2021.0
6073.0,88.0,183.0,1.0,2.0,rural,1,No,aucune,No,ciment,a_renover,1990.0
799.0,190.0,236.0,2.0,1.0,periurbain,1,1,starlink,0,brut,a_renover,2015.0
3412.0,80.0,62.0,5.0,1.0,rural,1,0,starlink,Yes,ciment,bon,1991.0
1885.0,231.0,203.0,3.0,1.0,rural,Yes,0,fibre,0,brut,,1997.0
9682.0,268.0,202.0,3.0,2.0,urbain,oui,oui,fibre,No,,a_renover,2016.0
5593.0,274.0,213.0,4.0,1.0,periurbain,1,,,0,ciment,bon,2020.0
715.0,128.0,73.0,4.0,2.0,periurbain,0,Yes,aucune,oui,brut,bon,1994.0
7940.0,465.0,248.0,4.0,1.0,periurbain,No,0,aucune,0,ciment,neuf,2005.0
1210.0,180.0,53.0,5.0,1.0,periurbain,non,Yes,starlink,oui,carrelage,neuf,2007.0
5858.0,191.0,67.0,1.0,1.0,urbain,No,No,aucune,non,carrelage,neuf,2004.0
3457.0,281.0,155.0,2.0,2.0,periurbain,oui,No,,No,,neuf,2000.0
7588.0,263.0,197.0,3.0,2.0,urbain,non,Yes,fibre,No,ciment,a_renover,2016.0
,99.0,63.0,2.0,1.0,urbain,Yes,No,fibre,0,ciment,a_renover,2013.0
3842.0,403.0,118.0,4.0,1.0,urbain,Yes,oui,starlink,,carrelage,neuf,2017.0
4885.0,470.0,244.0,4.0,2.0,urbain,0,0,aucune,No,brut,bon,1990.0
4726.0,194.0,96.0,2.0,1.0,urbain,oui,oui,fibre,non,ciment,bon,2003.0
7872.0,308.0,180.0,1.0,1.0,urbain,non,Yes,aucune,No,ciment,bon,2001.0
9464.0,164.0,207.0,4.0,1.0,rural,No,Yes,aucune,oui,brut,bon,1993.0
4169.0,64.0,75.0,2.0,2.0,rural,0,0,starlink,Yes,ciment,bon,2013.0
1188.0,153.0,160.0,4.0,2.0,periurbain,1,1,aucune,No,ciment,a_renover,2011.0
8540.0,,104.0,4.0,2.0,rural,oui,1,fibre,Yes,brut,a_renover,1994.0
4095.0,229.0,58.0,3.0,2.0,urbain,,oui,fibre,1,brut,neuf,2002.0
6719.0,152.0,70.0,,2.0,urbain,non,Yes,,1,carrelage,bon,2001.0
5216.0,411.0,226.0,3.0,2.0,periurbain,Yes,oui,fibre,Yes,carrelage,neuf,2008.0
586.0,208.0,121.0,1.0,1.0,periurbain,1,non,fibre,0,ciment,neuf,2011.0
9355.0,,164.0,2.0,2.0,rural,oui,non,starlink,oui,carrelage,bon,1991.0
4043.0,,99.0,5.0,2.0,periurbain,0,No,,Yes,ciment,bon,2019.0
6074.0,61.0,71.0,2.0,2.0,rural,oui,No,starlink,No,carrelage,bon,2009.0
2319.0,127.0,120.0,1.0,1.0,rural,1,1,starlink,oui,,neuf,2002.0
7443.0,110.0,110.0,5.0,1.0,rural,non,Yes,starlink,No,carrelage,bon,2011.0
2174.0,185.0,217.0,3.0,1.0,periurbain,non,Yes,,oui,brut,a_renover,2018.0
4192.0,110.0,86.0,1.0,2.0,urbain,No,No,fibre,0,carrelage,a_renover,2011.0
9276.0,67.0,92.0,1.0,2.0,rural,Yes,1,starlink,Yes,carrelage,bon,2002.0
3963.0,96.0,201.0,1.0,2.0,rural,oui,No,,non,brut,a_renover,2023.0
1740.0,689.0,237.0,4.0,1.0,urbain,0,0,aucune,1,carrelage,neuf,1994.0
3082.0,200.0,225.0,4.0,2.0,,No,oui,aucune,No,carrelage,a_renover,2008.0
9590.0,125.0,159.0,1.0,1.0,periurbain,1,No,aucune,0,carrelage,a_renover,2008.0
5496.0,186.0,193.0,5.0,1.0,periurbain,0,0,aucune,non,brut,a_renover,2009.0
5696.0,261.0,209.0,5.0,2.0,rural,Yes,oui,aucune,oui,brut,neuf,2004.0
1886.0,,157.0,5.0,2.0,urbain,1,Yes,starlink,No,brut,a_renover,2014.0
9308.0,481.0,163.0,3.0,2.0,urbain,Yes,1,starlink,,brut,neuf,
23.0,82.0,146.0,3.0,1.0,rural,Yes,non,starlink,non,carrelage,a_renover,
4170.0,149.0,196.0,3.0,2.0,rural,No,,aucune,,brut,bon,1999.0
8113.0,,104.0,1.0,1.0,,Yes,1,starlink,No,ciment,neuf,2023.0
9312.0,102.0,135.0,2.0,2.0,rural,0,1,fibre,oui,brut,bon,2014.0
6429.0,134.0,147.0,3.0,1.0,periurbain,0,Yes,starlink,non,ciment,a_renover,2022.0
9681.0,200.0,166.0,1.0,2.0,urbain,non,0,aucune,Yes,ciment,a_renover,
6130.0,352.0,195.0,2.0,2.0,urbain,1,,aucune,Yes,brut,bon,
7778.0,126.0,184.0,1.0,1.0,rural,non,Yes,aucune,non,carrelage,bon,2006.0
7988.0,95.0,199.0,1.0,1.0,rural,No,Yes,aucune,0,ciment,a_renover,1992.0
4874.0,434.0,241.0,3.0,1.0,periurbain,non,0,starlink,Yes,ciment,neuf,2012.0
9867.0,348.0,180.0,3.0,1.0,urbain,No,No,starlink,non,ciment,bon,2001.0
1427.0,116.0,110.0,4.0,2.0,periurbain,1,Yes,starlink,No,brut,a_renover,2001.0
789.0,122.0,209.0,5.0,1.0,rural,Yes,non,aucune,Yes,ciment,a_renover,2013.0
9231.0,235.0,176.0,4.0,1.0,periurbain,Yes,non,fibre,No,ciment,bon,
3585.0,493.0,168.0,3.0,1.0,urbain,Yes,0,aucune,0,ciment,neuf,2018.0
1347.0,271.0,88.0,2.0,2.0,urbain,1,1,aucune,1,ciment,,2018.0
6113.0,323.0,157.0,4.0,1.0,periurbain,1,Yes,starlink,1,brut,neuf,1998.0
2128.0,354.0,,4.0,1.0,urbain,non,Yes,starlink,non,carrelage,bon,2009.0
5171.0,216.0,212.0,1.0,1.0,rural,,No,aucune,oui,,neuf,2018.0
7627.0,84.0,50.0,3.0,1.0,rural,1,oui,aucune,oui,brut,neuf,2022.0
8612.0,262.0,,3.0,1.0,rural,oui,1,fibre,No,ciment,,2000.0
8827.0,279.0,129.0,4.0,2.0,periurbain,No,,,non,brut,neuf,2002.0
7640.0,341.0,206.0,1.0,,periurbain,1,non,starlink,0,carrelage,neuf,
5281.0,180.0,222.0,2.0,2.0,periurbain,No,Yes,starlink,oui,ciment,a_renover,2016.0
2960.0,468.0,170.0,2.0,1.0,urbain,Yes,0,starlink,No,carrelage,neuf,2010.0
5262.0,337.0,103.0,3.0,2.0,urbain,non,No,fibre,Yes,ciment,neuf,2019.0
7296.0,175.0,190.0,4.0,1.0,periurbain,,Yes,starlink,oui,carrelage,a_renover,1999.0
6983.0,541.0,163.0,5.0,1.0,urbain,,non,fibre,Yes,carrelage,neuf,2020.0
1418.0,157.0,203.0,1.0,2.0,periurbain,,Yes,starlink,Yes,brut,a_renover,2008.0
2858.0,278.0,111.0,5.0,1.0,urbain,non,No,starlink,,carrelage,bon,1994.0
7444.0,125.0,230.0,4.0,1.0,rural,1,Yes,starlink,oui,brut,a_renover,1990.0
605.0,232.0,99.0,4.0,2.0,periurbain,non,1,fibre,Yes,ciment,neuf,1999.0
1957.0,107.0,176.0,5.0,1.0,rural,non,No,starlink,0,carrelage,a_renover,2007.0
2252.0,197.0,164.0,,2.0,periurbain,oui,1,starlink,0,carrelage,bon,1992.0
683.0,100.0,50.0,1.0,1.0,urbain,0,non,aucune,0,ciment,bon,1997.0
9794.0,226.0,205.0,1.0,2.0,periurbain,0,,starlink,,brut,bon,
993.0,73.0,101.0,5.0,1.0,rural,Yes,1,starlink,1,carrelage,a_renover,2018.0
5800.0,160.0,187.0,5.0,1.0,rural,1,Yes,fibre,non,carrelage,bon,2004.0
5749.0,498.0,,5.0,1.0,urbain,No,Yes,,non,brut,neuf,2017.0
4077.0,188.0,131.0,4.0,2.0,periurbain,oui,0,aucune,0,brut,,1999.0
,219.0,158.0,3.0,1.0,urbain,0,oui,starlink,0,carrelage,a_renover,2012.0
9570.0,114.0,242.0,1.0,2.0,rural,1,No,,oui,carrelage,a_renover,2011.0
4981.0,274.0,146.0,2.0,2.0,,non,No,starlink,1,carrelage,bon,1990.0
9404.0,160.0,200.0,4.0,1.0,rural,Yes,0,fibre,No,,bon,2003.0
2678.0,,104.0,5.0,,urbain,Yes,1,starlink,non,ciment,a_renover,1993.0
6086.0,185.0,56.0,5.0,2.0,periurbain,0,non,aucune,oui,carrelage,neuf,2006.0
5643.0,171.0,102.0,5.0,1.0,periurbain,No,No,,oui,carrelage,bon,2006.0
,138.0,153.0,5.0,2.0,rural,oui,non,aucune,0,ciment,bon,
5466.0,225.0,188.0,1.0,2.0,urbain,non,0,aucune,No,carrelage,a_renover,2002.0
6508.0,176.0,107.0,5.0,2.0,periurbain,0,oui,fibre,non,brut,bon,2000.0
4012.0,229.0,183.0,3.0,2.0,periurbain,,,starlink,oui,carrelage,bon,2010.0
9395.0,524.0,181.0,3.0,2.0,urbain,oui,0,starlink,0,ciment,neuf,2014.0
5204.0,140.0,97.0,3.0,1.0,periurbain,non,Yes,fibre,0,carrelage,bon,2017.0
8889.0,142.0,112.0,2.0,2.0,periurbain,0,No,starlink,No,,,2023.0
7932.0,227.0,57.0,3.0,2.0,urbain,0,oui,fibre,non,carrelage,neuf,1996.0
7821.0,,231.0,2.0,1.0,periurbain,Yes,No,fibre,Yes,carrelage,neuf,2014.0
3069.0,157.0,,2.0,2.0,periurbain,oui,0,starlink,non,carrelage,bon,2018.0
5745.0,93.0,,2.0,1.0,rural,non,non,starlink,0,brut,bon,2008.0
2648.0,175.0,144.0,1.0,2.0,urbain,0,oui,fibre,0,carrelage,a_renover,1998.0
1310.0,102.0,103.0,3.0,1.0,periurbain,0,oui,fibre,oui,carrelage,a_renover,
2465.0,282.0,244.0,4.0,2.0,rural,non,1,fibre,1,brut,neuf,2022.0
8490.0,273.0,219.0,2.0,2.0,urbain,No,non,aucune,0,carrelage,a_renover,2011.0
7844.0,77.0,159.0,1.0,1.0,rural,Yes,1,starlink,1,brut,a_renover,2007.0
5007.0,175.0,211.0,5.0,2.0,rural,0,0,aucune,oui,brut,bon,2019.0
2613.0,158.0,61.0,3.0,2.0,urbain,non,0,aucune,Yes,brut,bon,1997.0
6263.0,240.0,238.0,1.0,1.0,rural,1,1,fibre,non,ciment,neuf,2007.0
7855.0,140.0,,1.0,2.0,periurbain,1,oui,fibre,1,,a_renover,2020.0
5824.0,96.0,107.0,2.0,1.0,periurbain,No,1,aucune,oui,ciment,a_renover,1993.0
1315.0,94.0,109.0,3.0,1.0,rural,oui,1,starlink,non,brut,bon,2020.0
2183.0,412.0,159.0,1.0,2.0,urbain,non,,aucune,1,brut,,2010.0
4740.0,171.0,,4.0,1.0,rural,0,oui,starlink,No,carrelage,bon,2020.0
9284.0,96.0,80.0,1.0,2.0,periurbain,Yes,non,aucune,non,carrelage,bon,1999.0
8778.0,274.0,,2.0,2.0,urbain,1,No,fibre,Yes,ciment,bon,1992.0
1339.0,71.0,146.0,1.0,1.0,rural,oui,oui,fibre,0,carrelage,a_renover,2013.0
5062.0,588.0,220.0,2.0,2.0,urbain,No,1,aucune,1,brut,neuf,2002.0
738.0,110.0,77.0,3.0,2.0,rural,1,No,aucune,No,brut,neuf,2008.0
965.0,151.0,170.0,3.0,2.0,,1,0,fibre,0,brut,a_renover,2001.0
,272.0,212.0,4.0,2.0,,No,Yes,aucune,,ciment,bon,2002.0
872.0,90.0,56.0,3.0,,,,oui,fibre,non,ciment,neuf,2010.0
6510.0,291.0,,5.0,,periurbain,0,No,fibre,oui,ciment,bon,1993.0
9761.0,108.0,63.0,4.0,2.0,rural,,oui,fibre,1,,neuf,2008.0
4140.0,248.0,213.0,2.0,1.0,periurbain,Yes,Yes,starlink,0,ciment,bon,2021.0
229.0,138.0,178.0,3.0,2.0,rural,non,Yes,aucune,0,ciment,bon,2018.0
5844.0,261.0,208.0,2.0,1.0,urbain,0,non,,1,brut,a_renover,1990.0
2452.0,139.0,121.0,1.0,2.0,periurbain,1,oui,fibre,1,carrelage,bon,2000.0
2948.0,,121.0,1.0,2.0,rural,0,,aucune,1,brut,a_renover,1996.0
8759.0,237.0,127.0,2.0,,periurbain,Yes,non,starlink,Yes,ciment,neuf,2003.0
3370.0,69.0,83.0,2.0,2.0,rural,Yes,0,fibre,Yes,carrelage,bon,2006.0
6968.0,229.0,158.0,5.0,2.0,periurbain,1,No,starlink,oui,brut,bon,
8263.0,112.0,212.0,3.0,2.0,rural,Yes,No,aucune,1,carrelage,a_renover,
7737.0,108.0,,3.0,2.0,periurbain,oui,1,fibre,0,brut,bon,2020.0
6969.0,197.0,220.0,4.0,2.0,periurbain,non,,starlink,oui,ciment,a_renover,2001.0
1668.0,261.0,213.0,3.0,1.0,periurbain,non,oui,aucune,oui,ciment,,2013.0
,,58.0,5.0,2.0,urbain,No,non,starlink,No,brut,bon,2023.0
447.0,342.0,182.0,3.0,1.0,periurbain,Yes,1,fibre,1,ciment,neuf,2013.0
7413.0,312.0,216.0,5.0,2.0,urbain,1,1,aucune,Yes,ciment,,2021.0
56.0,147.0,204.0,2.0,1.0,rural,Yes,No,fibre,1,ciment,bon,2004.0
5266.0,569.0,,4.0,1.0,urbain,Yes,non,aucune,Yes,brut,neuf,1995.0
476.0,658.0,224.0,4.0,2.0,urbain,non,0,starlink,oui,carrelage,,2013.0
2585.0,108.0,216.0,2.0,2.0,rural,non,non,starlink,Yes,ciment,a_renover,2018.0
5581.0,480.0,150.0,4.0,1.0,urbain,non,non,starlink,1,,,2008.0
8879.0,316.0,140.0,5.0,1.0,periurbain,Yes,non,starlink,oui,carrelage,neuf,2017.0
4720.0,94.0,66.0,5.0,1.0,periurbain,oui,Yes,aucune,non,carrelage,a_renover,2001.0
5700.0,221.0,180.0,4.0,2.0,rural,oui,1,aucune,No,carrelage,neuf,
6523.0,426.0,241.0,2.0,1.0,urbain,oui,oui,aucune,0,brut,bon,2015.0
9785.0,60.0,85.0,4.0,2.0,rural,No,0,starlink,Yes,brut,a_renover,2000.0
750.0,184.0,167.0,2.0,2.0,rural,oui,oui,aucune,Yes,carrelage,neuf,2005.0
3005.0,351.0,175.0,4.0,1.0,periurbain,Yes,non,aucune,1,carrelage,neuf,
3938.0,243.0,192.0,,1.0,urbain,oui,Yes,starlink,1,carrelage,a_renover,2009.0
376.0,335.0,202.0,1.0,1.0,periurbain,0,Yes,fibre,non,brut,neuf,2022.0
6151.0,141.0,171.0,4.0,1.0,rural,1,Yes,starlink,oui,carrelage,bon,2021.0
5639.0,130.0,190.0,1.0,1.0,rural,non,0,starlink,oui,brut,bon,1993.0
3131.0,86.0,65.0,2.0,2.0,,non,Yes,starlink,0,ciment,neuf,1996.0
4184.0,338.0,161.0,4.0,2.0,urbain,non,Yes,starlink,oui,carrelage,bon,1999.0
950.0,338.0,239.0,5.0,,,Yes,0,aucune,No,carrelage,a_renover,2008.0
9974.0,402.0,130.0,3.0,2.0,urbain,Yes,No,aucune,1,ciment,neuf,2009.0
3794.0,211.0,126.0,5.0,2.0,urbain,Yes,1,starlink,1,ciment,a_renover,1995.0
6203.0,156.0,181.0,5.0,1.0,rural,non,1,starlink,non,brut,bon,2003.0
4129.0,228.0,121.0,2.0,1.0,periurbain,non,Yes,starlink,Yes,brut,neuf,2020.0
6333.0,,209.0,4.0,2.0,rural,oui,1,,1,ciment,bon,2011.0
1422.0,314.0,218.0,5.0,1.0,urbain,,oui,,1,carrelage,a_renover,2009.0
7050.0,297.0,,5.0,2.0,urbain,Yes,,starlink,oui,carrelage,bon,2019.0
3166.0,444.0,240.0,3.0,1.0,urbain,Yes,non,fibre,No,brut,bon,1998.0
7034.0,128.0,235.0,4.0,1.0,rural,non,non,aucune,non,carrelage,a_renover,
8170.0,,78.0,4.0,1.0,rural,,non,aucune,1,ciment,neuf,1995.0
6244.0,230.0,177.0,5.0,1.0,rural,0,0,starlink,non,ciment,neuf,
227.0,101.0,187.0,3.0,2.0,rural,0,0,aucune,No,ciment,a_renover,1993.0
4631.0,442.0,159.0,2.0,,urbain,Yes,Yes,starlink,non,carrelage,neuf,2008.0
606.0,260.0,208.0,5.0,,rural,non,0,fibre,,carrelage,neuf,2022.0
1508.0,207.0,235.0,4.0,1.0,periurbain,1,non,starlink,0,carrelage,a_renover,1998.0
9838.0,125.0,230.0,4.0,2.0,rural,non,oui,fibre,No,ciment,a_renover,2002.0
9830.0,326.0,191.0,1.0,1.0,urbain,oui,1,fibre,oui,carrelage,bon,2014.0
1684.0,,100.0,5.0,1.0,rural,No,Yes,fibre,oui,brut,bon,2015.0
,43.0,54.0,1.0,2.0,rural,0,Yes,,non,ciment,bon,1991.0
7320.0,178.0,64.0,4.0,2.0,periurbain,1,No,starlink,0,ciment,neuf,2001.0
9934.0,381.0,,1.0,2.0,periurbain,0,1,aucune,No,ciment,neuf,1997.0
1877.0,105.0,56.0,3.0,2.0,urbain,No,Yes,starlink,0,brut,a_renover,2018.0
2913.0,295.0,234.0,4.0,1.0,periurbain,1,1,starlink,Yes,brut,bon,1991.0
513.0,381.0,219.0,,1.0,periurbain,No,No,starlink,oui,ciment,neuf,2023.0
4359.0,242.0,190.0,5.0,2.0,rural,0,No,fibre,Yes,carrelage,neuf,2014.0
5872.0,208.0,150.0,4.0,,,No,oui,starlink,1,brut,bon,1997.0
6672.0,154.0,215.0,2.0,1.0,rural,Yes,Yes,starlink,Yes,carrelage,bon,1998.0
2753.0,185.0,239.0,4.0,2.0,rural,oui,non,aucune,1,carrelage,bon,2018.0
4656.0,290.0,131.0,4.0,1.0,urbain,1,0,starlink,non,,bon,2007.0
474.0,194.0,229.0,3.0,1.0,periurbain,0,1,starlink,1,ciment,a_renover,2011.0
5643.0,171.0,102.0,5.0,1.0,periurbain,No,No,,oui,carrelage,bon,2006.0
2312.0,260.0,100.0,5.0,1.0,urbain,0,oui,fibre,0,carrelage,bon,2010.0
8663.0,131.0,67.0,4.0,1.0,urbain,oui,,starlink,No,ciment,a_renover,1990.0
3080.0,181.0,63.0,1.0,1.0,urbain,0,non,fibre,non,carrelage,neuf,1990.0
480.0,105.0,82.0,5.0,2.0,periurbain,1,1,fibre,No,brut,a_renover,2004.0
8205.0,91.0,75.0,4.0,2.0,periurbain,,No,starlink,No,carrelage,a_renover,2001.0
8607.0,108.0,,3.0,1.0,,No,1,fibre,No,carrelage,a_renover,2022.0
3203.0,164.0,133.0,3.0,2.0,rural,No,non,aucune,1,carrelage,neuf,2009.0
2453.0,239.0,188.0,2.0,1.0,urbain,oui,non,aucune,oui,carrelage,a_renover,2016.0
7237.0,150.0,82.0,5.0,2.0,periurbain,No,Yes,fibre,non,brut,bon,1992.0
9281.0,276.0,90.0,2.0,1.0,urbain,oui,No,aucune,0,ciment,neuf,2008.0
6398.0,145.0,189.0,3.0,1.0,rural,non,No,fibre,0,carrelage,bon,1997.0
4048.0,119.0,51.0,2.0,2.0,periurbain,0,1,starlink,non,brut,neuf,2021.0
1349.0,167.0,167.0,5.0,,periurbain,,0,aucune,oui,ciment,a_renover,2023.0
8994.0,342.0,194.0,2.0,,periurbain,non,Yes,fibre,oui,carrelage,neuf,1996.0
2498.0,,100.0,1.0,2.0,periurbain,,1,aucune,non,carrelage,bon,2023.0
113.0,129.0,152.0,2.0,1.0,periurbain,oui,Yes,fibre,oui,ciment,a_renover,
5840.0,174.0,96.0,1.0,2.0,urbain,Yes,non,starlink,Yes,ciment,bon,2020.0
5034.0,258.0,211.0,3.0,2.0,periurbain,0,1,aucune,1,ciment,bon,1997.0
1606.0,133.0,247.0,,1.0,rural,1,Yes,aucune,No,carrelage,a_renover,2002.0
4132.0,186.0,79.0,3.0,2.0,urbain,0,Yes,,No,brut,bon,1996.0
9514.0,356.0,185.0,3.0,2.0,urbain,non,oui,aucune,0,ciment,bon,1993.0
4067.0,79.0,139.0,3.0,1.0,rural,oui,Yes,fibre,Yes,ciment,a_renover,2008.0
1446.0,247.0,,4.0,2.0,rural,Yes,non,aucune,non,carrelage,neuf,2014.0
8935.0,340.0,79.0,5.0,1.0,urbain,0,1,starlink,No,brut,neuf,2007.0
1020.0,287.0,134.0,4.0,1.0,periurbain,1,Yes,starlink,oui,ciment,neuf,2012.0
705.0,214.0,160.0,5.0,1.0,rural,1,0,aucune,No,carrelage,neuf,2003.0
9462.0,118.0,55.0,4.0,2.0,urbain,non,No,fibre,1,carrelage,a_renover,2000.0
1866.0,212.0,183.0,3.0,2.0,rural,1,oui,aucune,0,ciment,neuf,2013.0
7532.0,84.0,50.0,2.0,,urbain,0,0,starlink,oui,ciment,a_renover,2007.0
2417.0,244.0,180.0,3.0,1.0,urbain,0,1,fibre,0,carrelage,a_renover,1991.0
2122.0,253.0,188.0,3.0,1.0,urbain,0,0,fibre,No,carrelage,a_renover,2003.0
8911.0,84.0,151.0,3.0,2.0,rural,1,non,starlink,oui,ciment,a_renover,1992.0
1921.0,102.0,128.0,1.0,2.0,periurbain,No,Yes,aucune,Yes,carrelage,a_renover,2002.0
4007.0,153.0,197.0,1.0,1.0,periurbain,oui,non,starlink,oui,brut,a_renover,2004.0
8235.0,113.0,127.0,4.0,1.0,rural,Yes,Yes,aucune,,brut,bon,2003.0
2507.0,322.0,176.0,2.0,1.0,urbain,1,Yes,aucune,1,ciment,bon,1992.0
1419.0,268.0,229.0,4.0,1.0,rural,1,No,fibre,0,carrelage,neuf,1995.0
7960.0,63.0,86.0,1.0,1.0,rural,0,non,starlink,Yes,carrelage,bon,1993.0
6394.0,126.0,81.0,4.0,2.0,rural,Yes,0,aucune,0,brut,neuf,2001.0
2025.0,128.0,235.0,4.0,2.0,rural,oui,1,starlink,Yes,brut,a_renover,2009.0
594.0,207.0,120.0,1.0,2.0,periurbain,oui,0,fibre,No,carrelage,neuf,2019.0
1558.0,301.0,206.0,5.0,2.0,,oui,No,aucune,No,carrelage,a_renover,1999.0
9416.0,204.0,163.0,4.0,2.0,rural,0,No,starlink,No,carrelage,neuf,2017.0
4076.0,102.0,,2.0,2.0,rural,non,oui,starlink,0,brut,a_renover,1990.0
8921.0,157.0,114.0,4.0,2.0,rural,non,oui,fibre,oui,carrelage,neuf,2019.0
2058.0,121.0,129.0,3.0,1.0,periurbain,1,Yes,aucune,1,ciment,a_renover,2010.0
5284.0,196.0,243.0,5.0,2.0,rural,1,non,fibre,0,ciment,bon,2012.0
3909.0,,174.0,2.0,1.0,periurbain,No,1,,oui,ciment,bon,1993.0
9262.0,64.0,130.0,1.0,1.0,rural,oui,Yes,aucune,No,carrelage,a_renover,2007.0
5809.0,337.0,166.0,4.0,2.0,periurbain,No,non,,oui,carrelage,neuf,2013.0
,,179.0,4.0,2.0,periurbain,1,No,aucune,Yes,ciment,bon,2018.0
2349.0,243.0,93.0,5.0,2.0,periurbain,No,0,starlink,oui,carrelage,neuf,1999.0
5937.0,141.0,101.0,2.0,2.0,urbain,Yes,0,starlink,non,brut,a_renover,1999.0
7642.0,202.0,114.0,1.0,2.0,urbain,0,0,starlink,0,brut,bon,1997.0
3328.0,234.0,231.0,1.0,1.0,rural,oui,oui,starlink,Yes,carrelage,neuf,2004.0
8681.0,279.0,231.0,3.0,1.0,periurbain,No,oui,starlink,oui,carrelage,bon,2012.0
