id,prix_million_ariary,superficie_m2,nb_chambres,nb_etages,localisation,acces_route,eau_electricite,type_connexion,parking,type_sol,etat_maison,annee_construction
714,172,211.0,2,2,periurbain,False,False,aucune,True,brut,a_renover,2018
290,204,68.0,5,2,periurbain,True,False,fibre,False,brut,neuf,2016
6133,111,53.0,5,1,rural,False,True,fibre,True,ciment,neuf,2013
8525,91,179.0,2,2,rural,True,True,starlink,False,brut,a_renover,2005
8961,101,187.0,3,2,rural,False,False,fibre,True,carrelage,a_renover,1998
7466,468,230.0,5,1,urbain,True,True,aucune,True,ciment,bon,2012
5537,51,102.0,1,1,rural,False,True,fibre,True,carrelage,a_renover,2015
5145,371,142.0,1,2,urbain,False,True,starlink,False,ciment,neuf,2023
6271,269,209.0,4,2,periurbain,True,True,starlink,True,brut,bon,2023
185,179,183.0,5,1,periurbain,False,False,starlink,True,ciment,a_renover,2006
4899,77,93.0,1,1,periurbain,True,False,starlink,False,ciment,a_renover,2007
8109,373,214.0,2,1,periurbain,True,True,fibre,True,carrelage,neuf,2003
2283,147,141.0,1,2,rural,False,True,fibre,False,brut,neuf,2022
8584,161,196.0,2,2,periurbain,False,False,fibre,True,brut,a_renover,2014
3528,47,80.0,2,2,rural,True,False,fibre,True,ciment,a_renover,2007
8088,258,103.0,5,2,periurbain,False,True,aucune,False,ciment,neuf,2020
6180,205,232.0,4,2,periurbain,True,True,aucune,True,carrelage,a_renover,2010
9368,62,113.0,2,1,rural,False,True,starlink,True,carrelage,a_renover,1993
8790,165,195.0,5,2,rural,False,True,starlink,True,ciment,bon,2020
4303,125,171.0,2,2,rural,True,True,aucune,True,carrelage,bon,2000
9700,134,102.0,3,1,rural,False,True,starlink,False,ciment,neuf,2001
7663,108,217.0,2,1,rural,True,True,fibre,True,ciment,a_renover,2016
4273,188,231.0,5,1,rural,True,False,aucune,True,carrelage,bon,2017
8037,242,105.0,4,2,periurbain,False,True,aucune,False,ciment,neuf,2014
9202,84,106.0,2,1,rural,False,True,starlink,False,ciment,bon,1994
4687,81,119.0,5,2,rural,True,False,aucune,True,ciment,a_renover,2017
4766,92,76.0,1,2,periurbain,False,True,starlink,True,brut,bon,2021
3542,82,66.0,5,1,rural,True,True,fibre,True,brut,bon,2006
1608,82,145.0,3,2,rural,True,True,fibre,False,brut,a_renover,2005
4404,140,155.0,3,1,periurbain,True,True,starlink,True,brut,a_renover,2019
8509,242,240.0,1,2,rural,True,True,fibre,False,ciment,neuf,2016
3433,99,58.0,3,2,periurbain,True,False,starlink,False,carrelage,bon,2008
9803,420,207.0,5,2,periurbain,True,False,aucune,False,brut,neuf,2012
530,289,135.0,4,2,periurbain,True,False,fibre,True,brut,neuf,2011
8093,117,50.0,5,2,periurbain,False,False,starlink,True,brut,bon,1995
6854,168,138.0,3,2,rural,False,False,aucune,False,ciment,neuf,2013
5506,277,216.0,4,2,periurbain,True,False,fibre,False,brut,bon,2023
2157,136,175.0,1,2,periurbain,True,False,fibre,True,ciment,a_renover,2000
1437,342,164.0,4,2,urbain,False,True,aucune,True,ciment,bon,1991
6946,123,93.0,2,2,periurbain,True,False,aucune,True,brut,bon,2008
274,83,80.0,4,2,rural,True,False,starlink,False,brut,bon,1994
4023,200,167.0,2,2,periurbain,False,True,starlink,False,carrelage,bon,2008
7260,100,64.0,2,2,urbain,True,True,aucune,False,carrelage,a_renover,2013
7278,441,233.0,4,1,periurbain,True,True,fibre,True,carrelage,neuf,2015
6962,150,119.0,2,2,periurbain,True,False,aucune,False,brut,bon,2022
758,73,101.0,5,1,rural,False,True,starlink,True,carrelage,a_renover,1993
4770,111,115.0,3,1,periurbain,False,True,fibre,True,brut,a_renover,2015
7620,73,102.0,1,2,rural,True,True,starlink,True,ciment,bon,1994
5304,252,95.0,5,1,urbain,True,False,starlink,False,ciment,bon,2016
8765,248,226.0,1,1,periurbain,False,True,aucune,True,carrelage,bon,2019
788,704,231.0,5,1,urbain,True,False,starlink,True,carrelage,neuf,1993
9515,106,153.0,1,1,rural,False,True,fibre,True,brut,bon,2019
7302,284,132.0,4,1,periurbain,True,True,aucune,True,carrelage,neuf,1994
1014,144,212.0,1,1,rural,False,True,aucune,True,carrelage,bon,1996
4071,157,101.0,5,2,rural,True,False,aucune,True,carrelage,neuf,1993
8346,45,87.0,1,2,rural,True,False,starlink,False,brut,a_renover,2005
1758,102,109.0,4,2,rural,False,True,starlink,True,carrelage,bon,2015
9326,179,234.0,1,1,periurbain,True,True,starlink,True,carrelage,a_renover,2007
6134,73,114.0,4,1,rural,False,False,fibre,True,ciment,a_renover,2011
5993,254,214.0,1,2,urbain,True,True,aucune,True,brut,a_renover,2023
431,368,141.0,1,1,urbain,True,True,starlink,True,carrelage,neuf,2021
6249,35,66.0,1,1,rural,True,False,starlink,False,brut,a_renover,2007
0,203,161.0,4,1,rural,True,False,starlink,True,brut,neuf,2021
3295,301,63.0,5,1,urbain,True,False,starlink,False,carrelage,neuf,2016
1805,131,229.0,5,2,rural,True,True,fibre,True,brut,a_renover,2004
7447,34,51.0,2,2,rural,False,True,fibre,False,carrelage,a_renover,2017
8568,72,63.0,4,2,rural,True,True,aucune,True,ciment,bon,2000
9958,167,249.0,1,1,rural,True,False,fibre,True,ciment,bon,1996
2794,588,195.0,4,1,urbain,False,True,aucune,False,brut,neuf,1994
6380,305,153.0,3,1,urbain,False,False,aucune,True,carrelage,bon,2004
6255,236,164.0,5,1,periurbain,True,True,aucune,True,carrelage,bon,2011
3307,151,82.0,1,2,urbain,True,False,fibre,False,ciment,bon,2005
1953,329,143.0,5,1,urbain,True,True,aucune,False,ciment,bon,2022
2620,255,147.0,1,2,urbain,False,False,starlink,False,carrelage,bon,2004
5351,350,206.0,1,2,urbain,True,True,fibre,False,brut,bon,2005
9747,202,169.0,2,2,periurbain,False,True,fibre,False,brut,bon,2017
708,259,116.0,4,1,periurbain,True,False,fibre,False,carrelage,neuf,2017
8303,219,198.0,1,1,periurbain,False,False,starlink,True,ciment,bon,2012
5424,111,186.0,5,2,rural,False,False,aucune,True,brut,a_renover,1996
8124,91,191.0,1,1,rural,True,True,fibre,True,ciment,a_renover,1997
1616,96,88.0,1,2,rural,True,False,fibre,True,carrelage,neuf,2018
9060,123,212.0,5,2,rural,True,False,aucune,False,ciment,a_renover,2021
5632,97,81.0,1,2,periurbain,False,True,aucune,False,ciment,bon,1993
4884,85,63.0,1,1,urbain,True,True,starlink,False,ciment,a_renover,2009
908,214,121.0,1,1,urbain,True,False,aucune,True,ciment,bon,2015
8725,157,128.0,1,1,urbain,True,False,aucune,True,carrelage,a_renover,2003
620,144,187.0,3,2,rural,False,True,starlink,False,ciment,bon,2004
9158,242,202.0,4,1,rural,False,False,starlink,True,brut,neuf,2008
6790,547,178.0,4,2,urbain,True,False,starlink,False,ciment,neuf,2023
2588,557,207.0,2,2,urbain,True,False,fibre,False,brut,neuf,2022
3464,490,179.0,2,2,urbain,True,True,aucune,False,brut,neuf,1997
1536,242,208.0,2,2,periurbain,False,True,starlink,False,carrelage,bon,2018
4382,156,75.0,2,1,periurbain,False,True,fibre,True,brut,neuf,2023
5616,137,176.0,3,2,rural,True,True,aucune,True,ciment,bon,1993
316,246,231.0,2,1,rural,True,False,aucune,False,carrelage,neuf,2008
6611,199,249.0,5,2,rural,True,False,aucune,False,ciment,bon,1992
3024,45,62.0,3,2,rural,False,True,fibre,True,carrelage,a_renover,1991
379,308,234.0,5,2,periurbain,True,True,starlink,False,brut,bon,2022
3615,173,58.0,4,1,urbain,False,False,starlink,False,brut,bon,2019
6844,283,169.0,1,2,periurbain,True,True,starlink,True,ciment,neuf,1991
2030,79,70.0,1,1,rural,True,False,starlink,False,ciment,neuf,1995
3693,176,119.0,4,2,periurbain,True,False,fibre,True,carrelage,bon,1990
4035,235,147.0,5,2,urbain,False,False,aucune,True,ciment,a_renover,1995
3826,100,125.0,1,2,periurbain,True,True,fibre,True,brut,a_renover,1992
9221,33,61.0,1,1,rural,False,True,fibre,False,carrelage,a_renover,2001
4977,216,126.0,1,1,periurbain,False,False,starlink,False,brut,neuf,2011
4210,275,164.0,1,2,periurbain,False,False,starlink,False,carrelage,neuf,2012
2818,240,125.0,2,2,urbain,False,False,fibre,True,carrelage,bon,2001
8085,240,100.0,4,1,urbain,True,True,starlink,True,carrelage,bon,2022
4871,302,76.0,4,1,urbain,True,True,fibre,True,brut,neuf,1997
1731,107,99.0,1,2,rural,False,False,fibre,False,ciment,neuf,2014
8976,81,60.0,1,2,urbain,False,True,aucune,False,ciment,a_renover,2008
756,192,146.0,2,1,urbain,True,True,fibre,False,ciment,a_renover,2011
9327,424,240.0,2,2,urbain,True,True,starlink,True,carrelage,bon,1991
2478,381,219.0,2,1,periurbain,True,False,aucune,False,carrelage,neuf,2005
3365,67,136.0,1,2,rural,True,True,aucune,True,carrelage,a_renover,2022
9104,98,84.0,4,2,periurbain,False,True,aucune,False,ciment,a_renover,2010
8374,186,205.0,4,2,periurbain,False,True,aucune,True,ciment,a_renover,2012
2039,418,243.0,2,1,periurbain,False,False,fibre,True,carrelage,neuf,2011
6925,146,150.0,4,1,periurbain,True,True,starlink,False,ciment,a_renover,2019
3674,141,109.0,3,2,rural,True,True,starlink,True,carrelage,neuf,1997
7881,653,222.0,4,1,urbain,False,True,fibre,False,brut,neuf,2010
2148,450,219.0,5,2,urbain,True,False,fibre,True,ciment,bon,1998
5950,78,124.0,4,2,rural,False,False,fibre,True,ciment,a_renover,1998
6915,264,216.0,3,1,periurbain,True,True,aucune,True,ciment,bon,1999
6050,714,235.0,5,2,urbain,True,False,fibre,True,ciment,neuf,1990
4337,167,57.0,4,2,periurbain,False,True,aucune,True,carrelage,neuf,2023
7388,186,79.0,3,2,urbain,True,True,starlink,True,brut,bon,2002
3601,199,141.0,4,2,periurbain,True,True,fibre,False,carrelage,bon,2013
2894,198,99.0,2,2,urbain,False,False,aucune,False,brut,bon,1995
4831,349,161.0,5,2,periurbain,False,True,aucune,True,brut,neuf,2020
440,158,91.0,4,1,urbain,True,False,starlink,True,brut,a_renover,2022
9286,130,153.0,4,1,rural,False,True,aucune,True,carrelage,bon,2002
8499,217,214.0,1,2,rural,True,False,fibre,False,carrelage,neuf,2003
5358,272,246.0,3,2,rural,True,False,fibre,True,brut,neuf,2009
2586,219,133.0,5,2,urbain,True,True,aucune,False,carrelage,a_renover,2020
1660,238,185.0,5,2,rural,True,False,fibre,True,ciment,neuf,2023
6733,89,68.0,2,1,rural,False,True,fibre,False,ciment,neuf,2004
1224,695,227.0,5,1,urbain,True,True,aucune,True,carrelage,neuf,2005
8062,256,242.0,2,1,rural,False,True,aucune,False,ciment,neuf,1991
1199,110,233.0,1,1,rural,False,True,fibre,True,carrelage,a_renover,2020
764,301,168.0,2,2,periurbain,True,False,aucune,True,ciment,neuf,2005
6515,153,198.0,1,2,periurbain,False,True,aucune,True,brut,a_renover,2023
6141,310,248.0,4,2,periurbain,True,False,aucune,True,ciment,bon,2015
3263,54,83.0,3,2,rural,False,True,fibre,True,brut,a_renover,1999
4843,108,63.0,4,1,rural,False,True,aucune,True,carrelage,neuf,1992
5524,274,207.0,3,1,urbain,True,False,starlink,False,ciment,a_renover,2012
7282,210,181.0,3,2,rural,False,True,fibre,True,carrelage,neuf,2007
5087,91,56.0,2,1,urbain,False,False,starlink,True,brut,a_renover,2002
4299,219,198.0,1,2,periurbain,True,True,aucune,False,carrelage,bon,1992
2847,153,172.0,3,2,periurbain,True,True,aucune,False,brut,a_renover,2009
9977,254,227.0,3,2,rural,True,False,fibre,True,carrelage,neuf,2007
1360,31,56.0,1,1,rural,False,False,aucune,False,brut,a_renover,2015
3344,329,112.0,2,1,urbain,False,False,aucune,False,ciment,neuf,2011
9725,108,157.0,1,2,rural,True,False,starlink,True,carrelage,bon,2023
7066,225,172.0,5,1,rural,False,False,starlink,False,ciment,neuf,1998
2216,264,191.0,5,1,periurbain,False,False,fibre,False,carrelage,bon,2020
8089,266,108.0,5,1,periurbain,True,True,fibre,False,brut,neuf,2009
8545,144,88.0,5,1,rural,False,True,aucune,True,ciment,neuf,2009
9004,113,105.0,1,2,rural,True,False,starlink,True,ciment,neuf,1992
1190,134,77.0,5,2,rural,True,False,aucune,False,carrelage,neuf,2008
8876,48,57.0,4,2,rural,False,True,aucune,True,ciment,a_renover,2004
8534,405,222.0,3,2,periurbain,False,False,aucune,True,brut,neuf,2022
2473,138,76.0,1,1,periurbain,False,True,starlink,False,ciment,neuf,2018
2927,156,194.0,4,1,rural,True,True,aucune,True,ciment,bon,2010
7383,83,76.0,3,2,periurbain,False,False,aucune,False,brut,a_renover,2023
167,130,190.0,1,2,rural,True,True,fibre,False,brut,bon,2020
7142,180,148.0,1,1,urbain,True,False,fibre,False,ciment,a_renover,2017
3071,227,224.0,1,2,rural,True,False,fibre,True,brut,neuf,2014
2012,155,150.0,5,1,periurbain,False,False,fibre,True,brut,a_renover,2012
1584,81,155.0,2,1,rural,False,True,fibre,True,ciment,a_renover,2020
5386,434,156.0,2,1,urbain,True,True,starlink,False,ciment,neuf,2015
5968,146,81.0,1,2,periurbain,False,True,fibre,False,carrelage,neuf,1999
7402,162,210.0,1,2,periurbain,True,True,aucune,True,ciment,a_renover,2006
5805,39,61.0,2,1,rural,True,True,aucune,True,brut,a_renover,1995
8645,592,209.0,3,1,urbain,True,True,starlink,False,ciment,neuf,2019
633,509,162.0,4,1,urbain,True,True,starlink,False,brut,neuf,2019
9914,201,172.0,3,2,rural,False,True,starlink,False,ciment,neuf,2016
6556,589,208.0,3,1,urbain,True,True,fibre,True,ciment,neuf,1996
1964,122,105.0,5,1,periurbain,True,True,aucune,False,carrelage,a_renover,2021
6073,88,183.0,1,2,rural,True,False,aucune,False,ciment,a_renover,1990
799,190,236.0,2,1,periurbain,True,True,starlink,False,brut,a_renover,2015
3412,80,62.0,5,1,rural,True,False,starlink,True,ciment,bon,1991
715,128,73.0,4,2,periurbain,False,True,aucune,True,brut,bon,1994
7940,465,248.0,4,1,periurbain,False,False,aucune,False,ciment,neuf,2005
1210,180,53.0,5,1,periurbain,False,True,starlink,True,carrelage,neuf,2007
5858,191,67.0,1,1,urbain,False,False,aucune,False,carrelage,neuf,2004
7588,263,197.0,3,2,urbain,False,True,fibre,False,ciment,a_renover,2016
4885,470,244.0,4,2,urbain,False,False,aucune,False,brut,bon,1990
4726,194,96.0,2,1,urbain,True,True,fibre,False,ciment,bon,2003
7872,308,180.0,1,1,urbain,False,True,aucune,False,ciment,bon,2001
9464,164,207.0,4,1,rural,False,True,aucune,True,brut,bon,1993
4169,64,75.0,2,2,rural,False,False,starlink,True,ciment,bon,2013
1188,153,160.0,4,2,periurbain,True,True,aucune,False,ciment,a_renover,2011
5216,411,226.0,3,2,periurbain,True,True,fibre,True,carrelage,neuf,2008
586,208,121.0,1,1,periurbain,True,False,fibre,False,ciment,neuf,2011
6074,61,71.0,2,2,rural,True,False,starlink,False,carrelage,bon,2009
4192,110,86.0,1,2,urbain,False,False,fibre,False,carrelage,a_renover,2011
9276,67,92.0,1,2,rural,True,True,starlink,True,carrelage,bon,2002
1740,689,237.0,4,1,urbain,False,False,aucune,True,carrelage,neuf,1994
9590,125,159.0,1,1,periurbain,True,False,aucune,False,carrelage,a_renover,2008
5496,186,193.0,5,1,periurbain,False,False,aucune,False,brut,a_renover,2009
5696,261,209.0,5,2,rural,True,True,aucune,True,brut,neuf,2004
9312,102,135.0,2,2,rural,False,True,fibre,True,brut,bon,2014
6429,134,147.0,3,1,periurbain,False,True,starlink,False,ciment,a_renover,2022
7778,126,184.0,1,1,rural,False,True,aucune,False,carrelage,bon,2006
7988,95,199.0,1,1,rural,False,True,aucune,False,ciment,a_renover,1992
4874,434,241.0,3,1,periurbain,False,False,starlink,True,ciment,neuf,2012
9867,348,180.0,3,1,urbain,False,False,starlink,False,ciment,bon,2001
1427,116,110.0,4,2,periurbain,True,True,starlink,False,brut,a_renover,2001
789,122,209.0,5,1,rural,True,False,aucune,True,ciment,a_renover,2013
3585,493,168.0,3,1,urbain,True,False,aucune,False,ciment,neuf,2018
6113,323,157.0,4,1,periurbain,True,True,starlink,True,brut,neuf,1998
7627,84,50.0,3,1,rural,True,True,aucune,True,brut,neuf,2022
5281,180,222.0,2,2,periurbain,False,True,starlink,True,ciment,a_renover,2016
2960,468,170.0,2,1,urbain,True,False,starlink,False,carrelage,neuf,2010
5262,337,103.0,3,2,urbain,False,False,fibre,True,ciment,neuf,2019
7444,125,230.0,4,1,rural,True,True,starlink,True,brut,a_renover,1990
605,232,99.0,4,2,periurbain,False,True,fibre,True,ciment,neuf,1999
1957,107,176.0,5,1,rural,False,False,starlink,False,carrelage,a_renover,2007
993,73,101.0,5,1,rural,True,True,starlink,True,carrelage,a_renover,2018
5800,160,187.0,5,1,rural,True,True,fibre,False,carrelage,bon,2004
6086,185,56.0,5,2,periurbain,False,False,aucune,True,carrelage,neuf,2006
5466,225,188.0,1,2,urbain,False,False,aucune,False,carrelage,a_renover,2002
6508,176,107.0,5,2,periurbain,False,True,fibre,False,brut,bon,2000
9395,524,181.0,3,2,urbain,True,False,starlink,False,ciment,neuf,2014
5204,140,97.0,3,1,periurbain,False,True,fibre,False,carrelage,bon,2017
7932,227,57.0,3,2,urbain,False,True,fibre,False,carrelage,neuf,1996
2648,175,144.0,1,2,urbain,False,True,fibre,False,carrelage,a_renover,1998
2465,282,244.0,4,2,rural,False,True,fibre,True,brut,neuf,2022
8490,273,219.0,2,2,urbain,False,False,aucune,False,carrelage,a_renover,2011
7844,77,159.0,1,1,rural,True,True,starlink,True,brut,a_renover,2007
5007,175,211.0,5,2,rural,False,False,aucune,True,brut,bon,2019
2613,158,61.0,3,2,urbain,False,False,aucune,True,brut,bon,1997
6263,240,238.0,1,1,rural,True,True,fibre,False,ciment,neuf,2007
5824,96,107.0,2,1,periurbain,False,True,aucune,True,ciment,a_renover,1993
1315,94,109.0,3,1,rural,True,True,starlink,False,brut,bon,2020
9284,96,80.0,1,2,periurbain,True,False,aucune,False,carrelage,bon,1999
1339,71,146.0,1,1,rural,True,True,fibre,False,carrelage,a_renover,2013
5062,588,220.0,2,2,urbain,False,True,aucune,True,brut,neuf,2002
738,110,77.0,3,2,rural,True,False,aucune,False,brut,neuf,2008
4140,248,213.0,2,1,periurbain,True,True,starlink,False,ciment,bon,2021
229,138,178.0,3,2,rural,False,True,aucune,False,ciment,bon,2018
2452,139,121.0,1,2,periurbain,True,True,fibre,True,carrelage,bon,2000
3370,69,83.0,2,2,rural,True,False,fibre,True,carrelage,bon,2006
447,342,182.0,3,1,periurbain,True,True,fibre,True,ciment,neuf,2013
56,147,204.0,2,1,rural,True,False,fibre,True,ciment,bon,2004
2585,108,216.0,2,2,rural,False,False,starlink,True,ciment,a_renover,2018
8879,316,140.0,5,1,periurbain,True,False,starlink,True,carrelage,neuf,2017
4720,94,66.0,5,1,periurbain,True,True,aucune,False,carrelage,a_renover,2001
6523,426,241.0,2,1,urbain,True,True,aucune,False,brut,bon,2015
9785,60,85.0,4,2,rural,False,False,starlink,True,brut,a_renover,2000
750,184,167.0,2,2,rural,True,True,aucune,True,carrelage,neuf,2005
376,335,202.0,1,1,periurbain,False,True,fibre,False,brut,neuf,2022
6151,141,171.0,4,1,rural,True,True,starlink,True,carrelage,bon,2021
5639,130,190.0,1,1,rural,False,False,starlink,True,brut,bon,1993
9974,402,130.0,3,2,urbain,True,False,aucune,True,ciment,neuf,2009
3794,211,126.0,5,2,urbain,True,True,starlink,True,ciment,a_renover,1995
6203,156,181.0,5,1,rural,False,True,starlink,False,brut,bon,2003
4129,228,121.0,2,1,periurbain,False,True,starlink,True,brut,neuf,2020
3166,444,240.0,3,1,urbain,True,False,fibre,False,brut,bon,1998
227,101,187.0,3,2,rural,False,False,aucune,False,ciment,a_renover,1993
1508,207,235.0,4,1,periurbain,True,False,starlink,False,carrelage,a_renover,1998
9838,125,230.0,4,2,rural,False,True,fibre,False,ciment,a_renover,2002
9830,326,191.0,1,1,urbain,True,True,fibre,True,carrelage,bon,2014
7320,178,64.0,4,2,periurbain,True,False,starlink,False,ciment,neuf,2001
1877,105,56.0,3,2,urbain,False,True,starlink,False,brut,a_renover,2018
2913,295,234.0,4,1,periurbain,True,True,starlink,True,brut,bon,1991
4359,242,190.0,5,2,rural,False,False,fibre,True,carrelage,neuf,2014
6672,154,215.0,2,1,rural,True,True,starlink,True,carrelage,bon,1998
2753,185,239.0,4,2,rural,True,False,aucune,True,carrelage,bon,2018
474,194,229.0,3,1,periurbain,False,True,starlink,True,ciment,a_renover,2011
2312,260,100.0,5,1,urbain,False,True,fibre,False,carrelage,bon,2010
3080,181,63.0,1,1,urbain,False,False,fibre,False,carrelage,neuf,1990
480,105,82.0,5,2,periurbain,True,True,fibre,False,brut,a_renover,2004
3203,164,133.0,3,2,rural,False,False,aucune,True,carrelage,neuf,2009
2453,239,188.0,2,1,urbain,True,False,aucune,True,carrelage,a_renover,2016
7237,150,82.0,5,2,periurbain,False,True,fibre,False,brut,bon,1992
9281,276,90.0,2,1,urbain,True,False,aucune,False,ciment,neuf,2008
6398,145,189.0,3,1,rural,False,False,fibre,False,carrelage,bon,1997
4048,119,51.0,2,2,periurbain,False,True,starlink,False,brut,neuf,2021
5840,174,96.0,1,2,urbain,True,False,starlink,True,ciment,bon,2020
5034,258,211.0,3,2,periurbain,False,True,aucune,True,ciment,bon,1997
9514,356,185.0,3,2,urbain,False,True,aucune,False,ciment,bon,1993
4067,79,139.0,3,1,rural,True,True,fibre,True,ciment,a_renover,2008
8935,340,79.0,5,1,urbain,False,True,starlink,False,brut,neuf,2007
1020,287,134.0,4,1,periurbain,True,True,starlink,True,ciment,neuf,2012
705,214,160.0,5,1,rural,True,False,aucune,False,carrelage,neuf,2003
9462,118,55.0,4,2,urbain,False,False,fibre,True,carrelage,a_renover,2000
1866,212,183.0,3,2,rural,True,True,aucune,False,ciment,neuf,2013
2417,244,180.0,3,1,urbain,False,True,fibre,False,carrelage,a_renover,1991
2122,253,188.0,3,1,urbain,False,False,fibre,False,carrelage,a_renover,2003
8911,84,151.0,3,2,rural,True,False,starlink,True,ciment,a_renover,1992
1921,102,128.0,1,2,periurbain,False,True,aucune,True,carrelage,a_renover,2002
4007,153,197.0,1,1,periurbain,True,False,starlink,True,brut,a_renover,2004
2507,322,176.0,2,1,urbain,True,True,aucune,True,ciment,bon,1992
1419,268,229.0,4,1,rural,True,False,fibre,False,carrelage,neuf,1995
7960,63,86.0,1,1,rural,False,False,starlink,True,carrelage,bon,1993
6394,126,81.0,4,2,rural,True,False,aucune,False,brut,neuf,2001
2025,128,235.0,4,2,rural,True,True,starlink,True,brut,a_renover,2009
594,207,120.0,1,2,periurbain,True,False,fibre,False,carrelage,neuf,2019
9416,204,163.0,4,2,rural,False,False,starlink,False,carrelage,neuf,2017
8921,157,114.0,4,2,rural,False,True,fibre,True,carrelage,neuf,2019
2058,121,129.0,3,1,periurbain,True,True,aucune,True,ciment,a_renover,2010
5284,196,243.0,5,2,rural,True,False,fibre,False,ciment,bon,2012
9262,64,130.0,1,1,rural,True,True,aucune,False,carrelage,a_renover,2007
2349,243,93.0,5,2,periurbain,False,False,starlink,True,carrelage,neuf,1999
5937,141,101.0,2,2,urbain,True,False,starlink,False,brut,a_renover,1999
7642,202,114.0,1,2,urbain,False,False,starlink,False,brut,bon,1997
3328,234,231.0,1,1,rural,True,True,starlink,True,carrelage,neuf,2004
8681,279,231.0,3,1,periurbain,False,True,starlink,True,carrelage,bon,2012
292,256,204.0,5,1,rural,True,False,aucune,True,brut,neuf,2004
3387,79,59.0,4,1,periurbain,False,False,aucune,False,ciment,a_renover,2017
1318,247,121.0,3,1,periurbain,False,True,starlink,True,carrelage,neuf,1997
6619,108,136.0,1,2,periurbain,True,False,fibre,False,brut,a_renover,2017
3229,200,100.0,2,1,urbain,False,True,fibre,False,brut,bon,1992
7903,210,181.0,3,1,rural,True,True,aucune,False,carrelage,neuf,2022
5795,133,106.0,1,1,urbain,False,True,fibre,True,brut,a_renover,2020
5014,61,98.0,3,1,rural,True,False,aucune,False,brut,a_renover,2019
4629,308,180.0,1,1,urbain,True,False,fibre,True,brut,bon,1991
3540,201,214.0,5,2,periurbain,True,False,fibre,True,carrelage,a_renover,2018
6567,104,130.0,1,2,periurbain,False,False,aucune,False,carrelage,a_renover,2020
4963,141,181.0,1,2,periurbain,False,False,aucune,False,brut,a_renover,1998
9818,89,174.0,2,2,rural,False,False,aucune,False,carrelage,a_renover,1994
9270,206,246.0,3,2,periurbain,True,True,aucune,False,carrelage,a_renover,2007
6114,82,146.0,3,2,rural,True,False,fibre,True,ciment,a_renover,2011
7055,384,215.0,2,1,urbain,False,False,aucune,True,brut,bon,2019
5190,314,164.0,3,1,periurbain,True,False,fibre,False,carrelage,neuf,2023
8233,80,116.0,5,1,rural,False,True,fibre,False,carrelage,a_renover,2010
2947,429,243.0,2,1,urbain,True,False,fibre,True,brut,bon,2010
1963,58,67.0,5,1,rural,True,False,starlink,True,ciment,a_renover,2006
2483,678,245.0,3,1,urbain,True,False,fibre,True,ciment,neuf,2001
8204,218,197.0,1,1,periurbain,False,True,starlink,False,ciment,bon,1997
2963,67,67.0,2,1,periurbain,True,False,fibre,True,carrelage,a_renover,1996
3708,222,188.0,2,1,periurbain,False,True,starlink,False,ciment,bon,2000
8516,209,151.0,4,1,periurbain,False,True,starlink,True,brut,bon,2018
8784,142,85.0,5,2,rural,True,True,starlink,False,carrelage,neuf,2010
7972,542,201.0,2,2,urbain,True,False,starlink,True,ciment,neuf,2002
1543,310,79.0,4,1,urbain,False,True,starlink,False,ciment,neuf,2003
9581,75,105.0,1,1,rural,True,True,starlink,True,ciment,bon,1991
6792,394,215.0,3,2,periurbain,True,True,fibre,False,carrelage,neuf,2003
2932,228,225.0,1,2,rural,False,False,starlink,True,carrelage,neuf,2021
8767,281,92.0,2,1,urbain,False,True,aucune,False,brut,neuf,2018
8624,48,70.0,3,2,rural,False,False,aucune,False,carrelage,a_renover,1992
603,85,57.0,2,1,periurbain,True,True,starlink,True,carrelage,bon,1995
929,304,170.0,2,1,periurbain,True,True,aucune,False,ciment,neuf,2011
393,106,116.0,4,1,rural,True,False,aucune,False,ciment,bon,2004
4152,146,166.0,5,1,rural,True,True,starlink,False,ciment,bon,2015
2619,76,157.0,1,2,rural,False,True,fibre,True,ciment,a_renover,2010
7665,95,68.0,5,1,periurbain,False,False,aucune,True,carrelage,a_renover,2012
3023,184,68.0,4,1,periurbain,True,True,fibre,True,carrelage,neuf,1993
7038,198,74.0,4,1,urbain,False,False,starlink,True,carrelage,bon,1990
3527,98,168.0,4,2,rural,False,True,fibre,False,carrelage,a_renover,2003
7702,558,170.0,5,2,urbain,True,True,fibre,False,brut,neuf,1991
401,96,151.0,5,1,rural,False,False,fibre,False,brut,a_renover,1990
6615,134,70.0,4,2,urbain,True,False,aucune,True,carrelage,a_renover,2023
1631,83,67.0,1,1,periurbain,True,True,aucune,False,brut,bon,1993
7195,65,55.0,1,1,rural,True,False,fibre,True,brut,neuf,2020
5094,135,92.0,3,2,periurbain,False,True,fibre,False,carrelage,bon,2022
8621,76,120.0,4,1,rural,True,False,starlink,False,ciment,a_renover,1998
3003,292,150.0,3,1,periurbain,True,True,starlink,False,brut,neuf,2011
9414,146,54.0,3,2,urbain,True,True,fibre,False,brut,bon,2015
5046,178,195.0,4,2,periurbain,True,False,starlink,True,ciment,a_renover,1991
5550,192,109.0,5,1,urbain,True,True,starlink,False,brut,a_renover,2013
2067,479,162.0,3,1,urbain,False,True,aucune,True,carrelage,neuf,2012
9723,112,188.0,5,1,rural,True,True,starlink,True,ciment,a_renover,1996
4001,220,187.0,2,1,periurbain,False,False,fibre,True,carrelage,bon,1990
